ID	NEV	ERV_KEZD	ERV_VEGE	KIHIRDETES_ID
30125	"Chemi S.p.A."	2015.01.01	2099.12.31	1001
30126	"PHARMASWISS d.o.o. Ljubljana"	2015.01.01	2099.12.31	1001
30129	"Janssen Biologics B.V."	2015.01.01	2099.12.31	1001
30130	"FONTANE Pharma GmbH"	2015.01.01	2099.12.31	1001
30131	"MediGene AG"	2015.01.01	2099.12.31	1001
30132	"Brand Up Pharma Marketing és Kereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30133	"CSL Behring Korlátolt FElelõsségû Társaság"	2015.01.01	2099.12.31	1001
30134	"Wellspect HealthCare"	2015.01.01	2099.12.31	1001
30135	"Qualitec Europa, s.l."	2015.01.01	2099.12.31	1001
30136	"Mylan dura GmbH"	2015.01.01	2099.12.31	1001
30137	"Wrafton Laboratories Limited"	2015.01.01	2099.12.31	1001
30138	"Pergamus Pharma Limited"	2015.01.01	2099.12.31	1001
30139	"EVER Neuro Pharma GmbH"	2015.01.01	2099.12.31	1001
30140	"Abbott Laboratories GmbH"	2015.01.01	2099.12.31	1001
30141	"Löwenstein Medical Technology GmbH + Co. KG"	2015.01.01	2099.12.31	1001
30142	"Camaflex Vertriebs GmbH"	2015.01.01	2099.12.31	1001
30143	"USV Europe Ltd."	2015.01.01	2099.12.31	1001
30144	"CNP Pharma GmbH"	2015.01.01	2099.12.31	1001
30145	"Ajanta Pharma UK Ltd."	2015.01.01	2099.12.31	1001
30146	"Up Farma Szolgáltató és Kereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30147	"AbbVie Limited"	2015.01.01	2099.12.31	1001
30148	"Shenyang Canta Medical Tech.CO. Ltd."	2015.01.01	2099.12.31	1001
30149	"Biotech GmbH Magyarországi Fióktelepe"	2015.01.01	2099.12.31	1001
30150	"Unimed Pharma spol.s.r.o"	2015.01.01	2099.12.31	1001
30152	"IIP GmbH"	2015.01.01	2099.12.31	1001
30153	"HOSPTESS Egészségügyi, Humán Erõforrás Management Kft."	2015.01.01	2099.12.31	1001
30154	"Rockspring Ltd."	2015.01.01	2099.12.31	1001
30155	"Galpharm Healthcare Limited"	2015.01.01	2099.12.31	1001
30156	"Dotopharma UG"	2015.01.01	2099.12.31	1001
30157	"Laboratórios Basi - Indústria Farmaceutica, S.A."	2015.01.01	2099.12.31	1001
30158	"IPP GmbH"	2015.01.01	2099.12.31	1001
30159	"AbbVie Kft."	2015.01.01	2099.12.31	1001
30160	"ELPEN Pharmaceutical Co.Inc."	2015.01.01	2099.12.31	1001
30161	"Happy Business Services Zrt."	2015.01.01	2099.12.31	1001
30162	"Xellia Pharmaceuticals ApS"	2015.01.01	2099.12.31	1001
30163	"Premium Health Concepts Kft."	2015.01.01	2099.12.31	1001
30164	"Med Trust Handelsges mbH"	2015.01.01	2099.12.31	1001
30165	"M.A.B. Pharma Gyógyszerkereskedelmi Zrt."	2015.01.01	2099.12.31	1001
30168	"Acino AG "	2015.01.01	2099.12.31	1001
30169	"Diapharm Regulatory Services G"	2015.01.01	2099.12.31	1001
30172	"mdh Sp. zo.o."	2015.01.01	2099.12.31	1001
30173	"Gyógynövénykutató Intézet Kft."	2015.01.01	2099.12.31	1001
30174	"Sophena GmbH Pharmavertrieb"	2015.01.01	2099.12.31	1001
30175	"Mallinckrodt GmbH"	2015.01.01	2099.12.31	1001
30176	"Auxilium UK Limited"	2015.01.01	2099.12.31	1001
30177	"Soldra International Kft."	2015.01.01	2099.12.31	1001
30178	"Tisza Ortofém Kft."	2015.01.01	2099.12.31	1001
30179	"GyuRó Technik Kft."	2015.01.01	2099.12.31	1001
30180	"Rehab-Tisza Kft."	2015.01.01	2099.12.31	1001
30181	"Bayer Pharma AG"	2015.01.01	2099.12.31	1001
30182	"Patella-96 Kft."	2015.01.01	2099.12.31	1001
30183	"Jobskin Ltd."	2015.01.01	2099.12.31	1001
30184	"BioOrganics BV"	2015.01.01	2099.12.31	1001
30185	"TMC Pharma Services Ltd."	2015.01.01	2099.12.31	1001
30186	"Diamedia Kft./Ltd."	2015.01.01	2099.12.31	1001
30187	"Fair-Med Healthcare GmbH"	2015.01.01	2099.12.31	1001
30188	"MEDISON PHARMA S.R.L."	2015.01.01	2099.12.31	1001
30189	"Medtronic BioPharma B.V."	2015.01.01	2099.12.31	1001
30190	"GABA GmbH"	2015.01.01	2099.12.31	1001
30191	"Merus Labs Luxco S.á R.L.,"	2015.01.01	2099.12.31	1001
30192	"Andreas Fahl Medizintechnik-Vertrieb GmbH"	2015.01.01	2099.12.31	1001
30193	"Anhui Tiankang Medical Co Ltd."	2015.01.01	2099.12.31	1001
30194	"Takeda Pharma Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30195	"VIM SPECTRUM HUNGARY Kft."	2015.01.01	2099.12.31	1001
30196	"ABDI Farma Lda"	2015.01.01	2099.12.31	1001
30197	"Focus Care B.V."	2015.01.01	2099.12.31	1001
30198	"sanofi-aventis groupe"	2015.01.01	2099.12.31	1001
30199	"BIFODAN A/S"	2015.01.01	2099.12.31	1001
30200	"Takeda GmbH"	2015.01.01	2099.12.31	1001
30201	"Emcure Pharma UK Ltd."	2015.01.01	2099.12.31	1001
30202	"Biofrontera GmbH"	2015.01.01	2099.12.31	1001
30203	"Bend Medical Hungary Kft."	2015.01.01	2099.12.31	1001
30204	"Covidien llc"	2015.01.01	2099.12.31	1001
30229	"MEDIS HUNGARY Kereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30230	"Disphar International BV"	2015.01.01	2099.12.31	1001
30232	"Croma-Pharma GmbH"	2015.01.01	2099.12.31	1001
30233	"Takeda Pharma A/S"	2015.01.01	2099.12.31	1001
30235	"Wernli AG"	2015.01.01	2099.12.31	1001
30239	"Jubilant Pharmaceuticals NV"	2015.01.01	2099.12.31	1001
30240	"Otto Bock Hungária Kft."	2015.01.01	2099.12.31	1001
30243	"Eckert & Ziegler Nuclitec GmbH"	2015.01.01	2099.12.31	1001
30244	"Celltrion Healthcare Hungary  Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30245	"The SpineCorporation Ltd"	2015.01.01	2099.12.31	1001
30246	"Caduceus Pharma Ltd."	2015.01.01	2099.12.31	1001
30247	"INN-FARM d.o.o."	2015.01.01	2099.12.31	1001
30248	"ZYDUS France"	2015.01.01	2099.12.31	1001
30249	"Amomed Pharma GmbH"	2015.01.01	2099.12.31	1001
30250	"Abbott Healthcare Products Ltd."	2015.01.01	2099.12.31	1001
30251	"Kendall a Division of Tyco Healthcare Group LP"	2015.01.01	2099.12.31	1001
30252	"Shire Orphan GmbH"	2015.01.01	2099.12.31	1001
30253	"Celltrion Healthcare Hungary  Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30254	"Celgene Kft."	2015.01.01	2099.12.31	1001
30255	"Pharming Group N.V."	2015.01.01	2099.12.31	1001
30256	"PharmaStad Marketing Kft."	2015.01.01	2099.12.31	1001
30257	"A&D Pharma Sp. z. o.o."	2015.01.01	2099.12.31	1001
30258	"Proenzi s.r.o."	2015.01.01	2099.12.31	1001
30259	"Nuron Biotech B.V."	2015.01.01	2099.12.31	1001
30260	"Fountain Head Marketing Inc., USA"	2015.01.01	2099.12.31	1001
30263	"QualipharmaCon Kft."	2015.01.01	2099.12.31	1001
30264	"BMC Medical Co."	2015.01.01	2099.12.31	1001
30268	"Linde AB"	2015.01.01	2099.12.31	1001
30269	"EffRx Pharma GmbH"	2015.01.01	2099.12.31	1001
30270	"JS-MEDICAL Kft."	2015.01.01	2099.12.31	1001
30271	"Zhongshan Guankang Medical Co."	2015.01.01	2099.12.31	1001
30274	"Belsound Kft."	2015.01.01	2099.12.31	1001
30275	"POWERbreathe International Ltd."	2015.01.01	2099.12.31	1001
30276	"PHARMACOSMOS A/S"	2015.01.01	2099.12.31	1001
30277	"Lime Pharma Ltd."	2015.01.01	2099.12.31	1001
30278	"Patella-96 Kft."	2015.01.01	2099.12.31	1001
30279	"Angelini Pharma Magyarország Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30280	"Penn Pharmaceutical Services Ltd."	2015.01.01	2099.12.31	1001
30281	"Helix Medical LLC, USA"	2015.01.01	2099.12.31	1001
30282	"Humed Bt"	2015.01.01	2099.12.31	1001
30283	"Therakos Photopheresis"	2015.01.01	2099.12.31	1001
30284	"MEDIMPEX Kereskedelmi Zártkörûen Mûködõ Részvénytársaság"	2015.01.01	2099.12.31	1001
30285	"SOL S.p.A."	2015.01.01	2099.12.31	1001
30286	"Laboratorios Velvian, S.L."	2015.01.01	2099.12.31	1001
30287	"Lucane Pharma"	2015.01.01	2099.12.31	1001
30288	"Alexza UK, Ltd."	2015.01.01	2099.12.31	1001
30289	"EGIS Gyógyszergyár Zrt."	2015.01.01	2099.12.31	1001
30293	"Actelion Pharmaceuticals Hungaria Korlatolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30294	"ADPH Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30295	"Housthon BV"	2015.01.01	2099.12.31	1001
30296	"Momaja sro"	2015.01.01	2099.12.31	1001
30297	"Genzyme Therapeutics Ltd."	2015.01.01	2099.12.31	1001
30303	"Dr. Peithner Kft."	2015.01.01	2099.12.31	1001
30304	"ALLEGRO Kft."	2015.01.01	2099.12.31	1001
30305	"Antibiotice SA"	2015.01.01	2099.12.31	1001
30306	"Catalent Germany Eberbach GmbH"	2015.01.01	2099.12.31	1001
30308	"Mesasza Egészségügyi Szolgáltató Betéti Társaság"	2015.01.01	2099.12.31	1001
30309	"Drossapharm GmbH"	2015.01.01	2099.12.31	1001
30310	"Cipla (EU) Limited"	2015.01.01	2099.12.31	1001
30311	"DH-norm s.r.o."	2015.01.01	2099.12.31	1001
30312	"EXELTIS Magyarország Gyógyszerkereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30313	"Nostra Kft."	2015.01.01	2099.12.31	1001
30314	"Nostra Kft."	2015.01.01	2099.12.31	1001
30315	"Medicaltex Kft."	2015.01.01	2099.12.31	1001
30316	"Medicaltex Kft."	2015.01.01	2099.12.31	1001
30317	"Takeda Austria GmbH"	2015.01.01	2099.12.31	1001
30318	"Nova Laboratories Ltd."	2015.01.01	2099.12.31	1001
30319	"Opis-Med Kft."	2015.01.01	2099.12.31	1001
30320	"NCS Industria Ltda"	2015.01.01	2099.12.31	1001
30321	"Cipla Europe NV Magyarországi Fióktelepe"	2015.01.01	2099.12.31	1001
30322	"CP GABA GmbH"	2015.01.01	2099.12.31	1001
30324	"Grifols Deutschland GmbH"	2015.01.01	2099.12.31	1001
30325	"Ariad Pharma Ltd."	2015.01.01	2099.12.31	1001
30326	"Agila specialties UK. limited"	2015.01.01	2099.12.31	1001
30327	"Norgine B.V."	2015.01.01	2099.12.31	1001
30328	"Institut Georges Lopez - IGL"	2015.01.01	2099.12.31	1001
30330	"Kaposvári Egyetem"	2015.01.01	2099.12.31	1001
30331	"PRIM-A-VET Gyógyszer-nagykereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30332	"FINOX Biotech AG"	2015.01.01	2099.12.31	1001
30334	"Medico Uno Pharmaceuticals SE Európai Részvénytársaság"	2015.01.01	2099.12.31	1001
30335	"Neovii Biotech GmbH"	2015.01.01	2099.12.31	1001
30336	"Takeda Chritiaens"	2015.01.01	2099.12.31	1001
30337	"Abbott Arzneimittel GmbH"	2015.01.01	2099.12.31	1001
30338	"Bergeron Health Care"	2015.01.01	2099.12.31	1001
30339	"Teva B.V."	2015.01.01	2099.12.31	1001
30340	"Nuvo Manufacturing GmbH"	2015.01.01	2099.12.31	1001
30341	"BGP Products B.V."	2015.01.01	2099.12.31	1001
30342	"GeneVida GmbH"	2015.01.01	2099.12.31	1001
30345	"Gentium S.p.A."	2015.01.01	2099.12.31	1001
30346	"Proterápia Hungary Kft."	2015.01.01	2099.12.31	1001
30347	"MedCare Kft."	2015.01.01	2099.12.31	1001
30348	"MedCare Kft."	2015.01.01	2099.12.31	1001
30349	"Galenicum Health S.L."	2015.01.01	2099.12.31	1001
30350	"ONKOGEN Kft."	2015.01.01	2099.12.31	1001
30351	"Pharma VIM Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30352	"THERAKOS (UK) Limited"	2015.01.01	2099.12.31	1001
30353	"CTI Life Sciences Ltd."	2015.01.01	2099.12.31	1001
30354	"EWOPHARMA Hungary Korlátolt Felelosségu Társaság"	2015.01.01	2099.12.31	1001
30355	"Jadran Galenic Laboratory Ltd."	2015.01.01	2099.12.31	1001
30356	"BPL"	2015.01.01	2099.12.31	1001
30357	"SeboTek Hearing Systems, LLC."	2015.01.01	2099.12.31	1001
30360	"Gedeon Richter Plc."	2015.01.01	2099.12.31	1001
30361	"DEKK NM"	2015.01.01	2099.12.31	1001
30362	"FLUART Innovative Vaccines Kft"	2015.01.01	2099.12.31	1001
30363	"Casen Recordati S.L."	2015.01.01	2099.12.31	1001
30364	"Correvio (UK) Ltd."	2015.01.01	2099.12.31	1001
30365	"Octapharma AB"	2015.01.01	2099.12.31	1001
30366	"Mylan EPD Korlátolt Felelõsségû Társaság "	2015.01.01	2099.12.31	1001
30368	"Durata Therapeutics Internatio"	2015.01.01	2099.12.31	1001
30369	"Cubist (UK) Ltd."	2015.01.01	2099.12.31	1001
30370	"PTC Ltd."	2015.01.01	2099.12.31	1001
30371	"Swisslastic AG"	2015.01.01	2099.12.31	1001
30372	"Sicor Biotech UAB
"	2015.01.01	2099.12.31	1001
30373	"Angelini Pharma Österreich GmbH"	2015.01.01	2099.12.31	1001
30375	"Thuasne SA"	2015.01.01	2099.12.31	1001
30376	"Biocodex"	2015.01.01	2099.12.31	1001
30377	"NTC Srl"	2015.01.01	2099.12.31	1001
30378	"BÉRES Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
30379	"Win Medica S.A."	2015.01.01	2099.12.31	1001
30380	"Bipharma B.V."	2015.01.01	2099.12.31	1001
30381	"Lyomark Pharma GmbH"	2015.01.01	2099.12.31	1001
30382	"SERB SA"	2015.01.01	2099.12.31	1001
30383	"Mylan Medical S.A.S."	2015.01.01	2099.12.31	1001
30384	"Omron Healthcare Co. Ltd."	2015.01.01	2099.12.31	1001
30385	"Pulmo-Medical Kft."	2015.01.01	2099.12.31	1001
30386	"Nantong Jiexi Electric Co. Ltd."	2015.01.01	2099.12.31	1001
30387	"Pu Yuan Biotech Co., Ltd"	2015.01.01	2099.12.31	1001
30388	"DSM Sinochem B.V."	2015.01.01	2099.12.31	1001
30389	"RPH AB"	2015.01.01	2099.12.31	1001
30390	"GSK Vaccines GmbH"	2015.01.01	2099.12.31	1001
30391	"GSK Vaccines S.r.l."	2015.01.01	2099.12.31	1001
30393	"Omega Pharma Nagykereskedelmi Kft."	2015.01.01	2099.12.31	1001
30394	"PET Medicopus Kft."	2015.01.01	2099.12.31	1001
30395	"APX Hungary Kft."	2015.01.01	2099.12.31	1001
30396	"Mylan Healthcare GmbH"	2015.01.01	2099.12.31	1001
30397	"Salutas Pharma GmbH"	2015.01.01	2099.12.31	1001
30398	"Tigenix NV"	2015.01.01	2099.12.31	1001
30399	"Diapharm GmbH Co KG"	2015.01.01	2099.12.31	1001
30400	"Besins Healthcare Avenue Louis"	2015.01.01	2099.12.31	1001
30401	"Sopronkõhidai Kft."	2015.01.01	2099.12.31	1001
30402	"Gyógybolt Kft."	2015.01.01	2099.12.31	1001
30403	"Sopronkõhidai Kft."	2015.01.01	2099.12.31	1001
30404	"Jing Yun Plastic Co. Ltd."	2015.01.01	2099.12.31	1001
30405	"DIAMED GmbH"	2015.01.01	2099.12.31	1001
30406	"ELC Group s.r.o."	2015.01.01	2099.12.31	1001
30407	"Amneal Pharma Europe Ltd."	2015.01.01	2099.12.31	1001
30408	"Pharmanel Commercial Pharmaceu"	2015.01.01	2099.12.31	1001
30409	"HealthPort Registration Kft."	2015.01.01	2099.12.31	1001
30410	"LFB"	2015.01.01	2099.12.31	1001
30411	"Elantis Farma S.R.L."	2015.01.01	2099.12.31	1001
30415	"AZR Termékpromóciós Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30416	"Laboratoires C.T.R.S"	2015.01.01	2099.12.31	1001
30418	"Baxalta Innovations GmbH"	2015.01.01	2099.12.31	1001
30419	"Krka Pharma GmbH"	2015.01.01	2099.12.31	1001
30420	"Novo Nordisk A/S"	2015.01.01	2099.12.31	1001
30421	"Spinner Kerekesszék Gyártó Kft."	2015.01.01	2099.12.31	1001
30422	"Spinner Kerekesszék Gyártó Kft."	2015.01.01	2099.12.31	1001
30423	"Allergan Hungary Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30425	"BioMarin International Ltd."	2015.01.01	2099.12.31	1001
30426	"AS KALCEKS"	2015.01.01	2099.12.31	1001
30428	"Audiorex Kft."	2015.01.01	2099.12.31	1001
30429	"E.T.T.M. Kft."	2015.01.01	2099.12.31	1001
30430	"Biotest Medical Corp."	2015.01.01	2099.12.31	1001
32	"Medimpex Gyógyszernagykereskedelmi Rt."	2015.01.01	2019.12.31	1001
336	"Unicorp Biotech Kft."	2015.01.01	2099.12.31	1001
35	"Bioextra  Zártkörûen Mûködõ Részvénytársaság"	2015.01.01	2099.12.31	1001
355	"Trigon Zrt."	2015.01.01	2099.12.31	1001
36	"NATURLAND Magyarország Kft."	2015.01.01	2099.12.31	1001
37	"Teva Magyarország Zrt."	2015.01.01	2099.12.31	1001
40	"PANNONPHARMA Gyógyszergyártó Kft."	2015.01.01	2099.12.31	1001
41	"ORION PHARMA Kft."	2015.01.01	2099.12.31	1001
42	"Boehringer Ingelheim Pharma Gesellschaft m. b. H. Magyarországi Fióktelepe"	2015.01.01	2099.12.31	1001
43	"Nycomed Pharma Kft."	2015.01.01	2099.12.31	1001
44	"PHARMA-MARKETING GROUP Kft."	2015.01.01	2099.12.31	1001
48	"Praxipharm Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
49	"Dolhay Kft."	2015.01.01	2099.12.31	1001
51	"EGIS Gyógyszergyár Nyrt."	2015.01.01	2099.12.31	1001
52	"GlaxoSmithKline Kft."	2015.01.01	2099.12.31	1001
53	"Richter Gedeon Vegyészeti Gyár NyRt."	2015.01.01	2099.12.31	1001
59	"Medicons Orvoselektronikai Kft"	2015.01.01	2099.12.31	1001
60	"Hungaropharma Zrt."	2015.01.01	2099.12.31	1001
61	"MSD Magyarország Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
62	"Novo Nordisk Hungária Kft."	2015.01.01	2099.12.31	1001
63	"Organon Hungary Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
64	"Alcon Hungária Kft."	2015.01.01	2099.12.31	1001
645	"COORD-MED GmbH Coordinationsgesellschaft für Wissenschaft und Medizin Magyarországi Közvetlen Kereskedelmi Képviselete "	2015.01.01	2099.12.31	1001
67	"Pfizer Kft."	2015.01.01	2099.12.31	1001
69	"Berlin-Chemie/A. Menarini Magyarország Szolgáltató Kft."	2015.01.01	2099.12.31	1001
70	"LLOGO C&C Kft. Santen Santen Oy"	2015.01.01	2099.12.31	1001
71	"CSC Pharmaceuticals Hungary Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
72	"ROCHE (MAGYARORSZÁG) Kft."	2015.01.01	2099.12.31	1001
733	"Pharma Nord Kft. "	2015.01.01	2099.12.31	1001
74	"Wyeth Kft."	2015.01.01	2099.12.31	1001
76	"Schering-Plough Hungary Kft."	2015.01.01	2099.12.31	1001
767	"Stada Arzneimittel AG"	2015.01.01	2099.12.31	1001
77	"Ferring Magyarország Kft."	2015.01.01	2099.12.31	1001
777	"VICIS Pharma - Kereskedelmi és Vállalkozási Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
782	"VALEANT PHARMA Magyarország Kft."	2015.01.01	2099.12.31	1001
785	"1 A Pharma GmbH"	2015.01.01	2099.12.31	1001
787	"Plazmed Kft."	2015.01.01	2099.12.31	1001
789	"Amgen Gyógyszerkereskedelmi Kft."	2015.01.01	2099.12.31	1001
79	"Gerot Pharmazeutika Magyarországi Közvetlen Kereskedelmi Képviselet"	2015.01.01	2099.12.31	1001
80	"SERVIER Hungária Kft."	2015.01.01	2099.12.31	1001
802	"MedicoPharma Kft."	2015.01.01	2099.12.31	1001
806	"Genzyme Europe B.V. Képviselet"	2015.01.01	2099.12.31	1001
808	"Covidien ECE s.r.o. Magyarországi Fióktelepe"	2015.01.01	2099.12.31	1001
81	"Abbott Products Keresekedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
82	"Sager Pharma Szolgáltató Kft."	2015.01.01	2099.12.31	1001
83	"Torrex Chiesi Kft."	2015.01.01	2099.12.31	1001
84	"UCB Magyarország Kft."	2015.01.01	2099.12.31	1001
86	"Wörwag Pharma Kft."	2015.01.01	2099.12.31	1001
87	"Lundbeck Hungária Kft."	2015.01.01	2099.12.31	1001
89	"Merck Kft."	2015.01.01	2099.12.31	1001
90	"ZAMBON HUNGARY Gyógyszer Közvetlen Kereskedelmi Képviselet"	2015.01.01	2099.12.31	1001
903	"HUNGARO-GAL Gyógyszergyártó és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
91	"WIPHARMA Kft."	2015.01.01	2099.12.31	1001
95	"Parma Produkt Gyógyszergyártó Kft."	2015.01.01	2099.12.31	1001
97	"Gyógyszeripari és vegyipari mûszaki-szolgáltató és tanácsadó Kft."	2015.01.01	2099.12.31	1001
99	"WAGNER-PHARMA GYógyszer Fejlesztõ Gyártó és Forgalmazó Kft."	2015.01.01	2099.12.31	1001
30427	"Santhera Pharmaceuticals GmbH"	2015.01.01	2099.12.31	1001
30431	"Medifood Innovation Zártkörûen Mûködõ Részvénytársaság"	2015.01.01	2099.12.31	1001
30432	"Mithra S.A."	2015.01.01	2099.12.31	1001
30433	"Zentiva, k.s."	2015.01.01	2099.12.31	1001
30434	"Kapacitás Kft."	2015.01.01	2099.12.31	1001
30435	"Shenzen Ritar Power Co. Ltd."	2015.01.01	2099.12.31	1001
30437	"Provepharm SAS"	2015.01.01	2099.12.31	1001
30438	"UAB ""VVB"""	2015.01.01	2099.12.31	1001
30439	"Warren Generics s.r.o."	2015.01.01	2099.12.31	1001
30440	"Orexigen Therapeutics Ireland Limited"	2015.01.01	2099.12.31	1001
30441	"Signia GmbH"	2015.01.01	2099.12.31	1001
30442	"ELVA Pharma Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30443	"Shire Hungary Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30445	"Idelyn s.r.o."	2015.01.01	2099.12.31	1001
30446	"BRADEX S.A."	2015.01.01	2099.12.31	1001
30447	"Narodowe Centrum Badañ J¹drowych"	2015.01.01	2099.12.31	1001
30448	"GlaxoSmithKline-Consumer Magyarország Kft."	2015.01.01	2099.12.31	1001
30449	"Tillotts Pharma GmbH"	2015.01.01	2099.12.31	1001
30450	"Interton A/S"	2015.01.01	2099.12.31	1001
30453	"Medis GmbH"	2015.01.01	2099.12.31	1001
30454	"Aurovitas, Unipessoal, Lda."	2015.01.01	2099.12.31	1001
30455	"Kyowa Kirin Ltd."	2015.01.01	2099.12.31	1001
30456	"MONICO S.p.A."	2015.01.01	2099.12.31	1001
29922	"Healthware Tanácsadó Kft."	2015.01.01	2099.12.31	1001
30452	"LTD Future Pharma Gyógyszerkereskedelmi és Szolgáltató Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30473	"Alvogen IPCo S.a.r.l."	2015.01.01	2099.12.31	1001
30474	"Takeda France SAS"	2015.01.01	2099.12.31	1001
30475	"Aristo Pharma GmbH"	2015.01.01	2099.12.31	1001
30476	"Alvogen Malta Operations (ROW) Ltd."	2015.01.01	2099.12.31	1001
30477	"AJ Vaccines A/S"	2015.01.01	2099.12.31	1001
30478	"OXO Translational Science GmbH"	2015.01.01	2099.12.31	1001
30479	"Amicus Therapeutics UK Ltd."	2015.01.01	2099.12.31	1001
30480	"Marklas Nederland BV"	2015.01.01	2099.12.31	1001
30481	"PLASTOD S. p. A."	2015.01.01	2099.12.31	1001
30482	"Caire Inc."	2015.01.01	2099.12.31	1001
30483	"Danyang Huayi Medical Supply & Equipment Co."	2015.01.01	2099.12.31	1001
30484	"Schülke & Mayr GmbH"	2015.01.01	2099.12.31	1001
30486	"Kéri Pharma Hungary Kft."	2015.01.01	2099.12.31	1001
30487	"Essential Pharma Ltd."	2015.01.01	2099.12.31	1001
30488	"Mylan Products Ltd."	2015.01.01	2099.12.31	1001
30489	"Pharmyn ApS"	2015.01.01	2099.12.31	1001
30490	"SVUS Pharma Hungary Kft."	2015.01.01	2099.12.31	1001
30491	"Servier (Ireland) Industries Ltd."	2015.01.01	2099.12.31	1001
30492	"Ferrer Internacional s.a."	2015.01.01	2099.12.31	1001
30493	"Addmedica S.A.S."	2015.01.01	2099.12.31	1001
30494	"Rapidscan Pharma Solutions EU Ltd."	2015.01.01	2099.12.31	1001
30495	"Archimedes Development Ltd."	2015.01.01	2099.12.31	1001
30496	"Bioprojet Pharma"	2015.01.01	2099.12.31	1001
30497	"Sigma-Tau S.p.A."	2015.01.01	2099.12.31	1001
30498	"Laboratoires BIOGARAN"	2015.01.01	2099.12.31	1001
30499	"TEVA Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
30500	"Sunovion Ltd"	2015.01.01	2099.12.31	1001
30501	"Pharmaxis Pharmaceuticals Limited"	2015.01.01	2099.12.31	1001
30502	"ThromboGenics NV"	2015.01.01	2099.12.31	1001
30503	"MediWound Germany GmbH"	2015.01.01	2099.12.31	1001
30504	"Omeros London Ltd"	2015.01.01	2099.12.31	1001
30505	"Aegerion Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
30506	"Omrix Biopharmaceuticals N. V."	2015.01.01	2099.12.31	1001
30507	"Marex-Pharma GmbH"	2015.01.01	2099.12.31	1001
30508	"Distriquimica S.A."	2015.01.01	2099.12.31	1001
30509	"Indivior UK Limited"	2015.01.01	2099.12.31	1001
30510	"Bavarian Nordic A/S"	2015.01.01	2099.12.31	1001
30512	"Birken AG"	2015.01.01	2099.12.31	1001
30513	"Bristol-Myers Squibb and Gilead Sciences Ltd."	2015.01.01	2099.12.31	1001
30514	"Cardiome UK Ltd"	2015.01.01	2099.12.31	1001
30515	"Clinuvel (UK) Limited"	2015.01.01	2099.12.31	1001
30517	"Eckert & Ziegler Radiopharma GmbH"	2015.01.01	2099.12.31	1001
30518	"GTC Biotherapeutics UK Limited"	2015.01.01	2099.12.31	1001
30519	"Horizon Pharma Ireland Limited"	2015.01.01	2099.12.31	1001
30522	"Incline Therapeutics Europe Ltd"	2015.01.01	2099.12.31	1001
30523	"Keryx Biopharma UK Ltd."	2015.01.01	2099.12.31	1001
30524	"Lantheus MI UK Ltd."	2015.01.01	2099.12.31	1001
30525	"MedImmune LLC"	2015.01.01	2099.12.31	1001
30526	"Nanotherapeutics Bohumil Sro"	2015.01.01	2099.12.31	1001
30527	"Navidea Biopharmaceuticals Limited"	2015.01.01	2099.12.31	1001
30528	"Otsuka Novel Products GmbH"	2015.01.01	2099.12.31	1001
30529	"PARI Pharma GmbH"	2015.01.01	2099.12.31	1001
30530	"Passauer Pharma GmbH"	2015.01.01	2099.12.31	1001
30531	"Piramal Imaging Limited"	2015.01.01	2099.12.31	1001
30532	"Plethora Solutions Ltd."	2015.01.01	2099.12.31	1001
30535	"Retrophin Europe Ltd"	2015.01.01	2099.12.31	1001
30536	"Samsung Bioepis UK Limited (SBUK)"	2015.01.01	2099.12.31	1001
