ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"J07AD01"	"brucella antigen"	"brucella antigen"	"brucella antigen"	1001
"J07AE"	"cholera vakcinák"	"cholera vaccines"		1001
"J07AE01"	"cholera, inactivated, whole cell"	"cholera, inactivated, whole cell"	"cholera, inactivated, whole cell"	1001
"J07AE02"	"cholera, live attenuated"	"cholera, live attenuated"	"cholera, live attenuated"	1001
"J07AE51"	"cholera, combinations with typhoid vaccine, inactivated, whole cell"	"cholera, combinations with typhoid vaccine, inactivated, whole cell"	"cholera, combinations with typhoid vaccine, inactivated, whole cell"	1001
"J07AF"	"diphtheria vakcinák"	"diphtheria vaccines"		1001
"J07AF01"	"diphtheria toxoid"	"diphtheria toxoid"	"diphtheria toxoid"	1001
"J07AG"	"haemophillus influenzae b vakcinák"	"hemophilus influenzae b vaccines"		1001
"J07AG01"	"hemophilus influenzae b, purified antigen conjugated"	"hemophilus influenzae b, purified antigen conjugated"	"hemophilus influenzae b, purified antigen conjugated"	1001
"J07AG51"	"hemophilus influenzae b, combinations with toxoids"	"hemophilus influenzae b, combinations with toxoids"	"hemophilus influenzae b, combinations with toxoids"	1001
"J07AG52"	"hemophilus influenzae b, combinations with pertussis and toxoids"	"hemophilus influenzae b, combinations with pertussis and toxoids"	"hemophilus influenzae b, combinations with pertussis and toxoids"	1001
"J07AG53"	"hemophilus influenzae b, combinations with meningococcus c, conjugated"	"hemophilus influenzae b, combinations with meningococcus c, conjugated"	"hemophilus influenzae b, combinations with meningococcus c, conjugated"	1001
"J07AH"	"meningococcus vakcinák"	"meningococcal vaccines"	"meningococcal vaccines"	1001
"J07AH01"	"meningococcus a, purified polysaccharides antigen"	"meningococcus a, purified polysaccharides antigen"	"meningococcus a, purified polysaccharides antigen"	1001
"J07AH02"	"other meningococcal monovalent purified polysaccharides antigen"	"other meningococcal monovalent purified polysaccharides antigen"	"other meningococcal monovalent purified polysaccharides antigen"	1001
"J07AH03"	"meningococcus bivalens, tisztított konjugált poliszacharid antigén"	"meningococcus, bivalent purified polysaccharides antigen"	"meningococcus bivalens, tisztított konj. poliszacharid antigén"	1001
"J07AH04"	"meningococcus, tetravalent purified polysaccharides antigen"	"meningococcus, tetravalent purified polysaccharides antigen"	"meningococcus, tetravalent purified polysaccharides antigen"	1001
"J07AH05"	"other meningococcal polyvalent purified polysaccharides antigen"	"other meningococcal polyvalent purified polysaccharides antigen"	"other meningococcal polyvalent purified polysaccharides antigen"	1001
"J07AH06"	"meningococcus b, outer membrane vesicle vaccine"	"meningococcus b, outer membrane vesicle vaccine"	"meningococcus b, outer membrane vesicle vaccine"	1001
"J07AH07"	"meningococcus c, tisztított antigén konjugált poliszaccharid"		"meningococcus c, tisztított antigén konjugált poliszaccharid"	1001
"J07AH08"	"meningitis, meningococcal"	"meningitis, meningococcal"	"meningitis, meningococcal"	1001
"J07AJ"	"pertussis vakcinák"	"pertussis vaccines"		1001
"J07AJ01"	"pertussis, inactivated, whole cell"	"pertussis, inactivated, whole cell"	"pertussis, inactivated, whole cell"	1001
"J07AJ02"	"pertussis, purified antigen"	"pertussis, purified antigen"	"pertussis, purified antigen"	1001
"J07AJ51"	"pertussis, inactivated, whole cell, combinations with toxoids"	"pertussis, inactivated, whole cell, combinations with toxoids"	"pertussis, inactivated, whole cell, combinations with toxoids"	1001
"J07AJ52"	"pertussis, purified antigen, combinations with toxoids"	"pertussis, purified antigen, combinations with toxoids"	"pertussis, purified antigen, combinations with toxoids"	1001
"J07AK"	"pestis vakcinák"	"plague vaccines"		1001
"J07AK01"	"plague, inactivated, whole cell"	"plague, inactivated, whole cell"	"plague, inactivated, whole cell"	1001
"J07AL"	"pneumococcus vakcinák"	"pneumococcal vaccines"		1001
"J07AL01"	"pneumococcus, purified polysaccharides antigen"	"pneumococcus, purified polysaccharides antigen"	"pneumococcus tisztított poliszacharid antigén"	1001
"J07AL02"	"pneumococcus, purified polysaccharides antigen conjugated"	"pneumococcus, purified polysaccharides antigen conjugated"	"pneumococcus tisztított konjugált poliszacharid antigén"	1001
"J07AL52"				1001
"J07AM"	"tetanus vakcinák"	"tetanus vaccines"	"tetanusz vakcinák"	1001
"J07AM01"	"tetanus toxoid"	"tetanus toxoid"	"tetanus toxoid"	1001
"J07AM51"	"tetanus toxoid, combinations with diphtheria toxoid"	"tetanus toxoid, combinations with diphtheria toxoid"	"tetanus toxoid, combinations with diphtheria toxoid"	1001
"J07AM52"	"tetanus toxoid, combinations with tetanus immunoglobulin"	"tetanus toxoid, combinations with tetanus immunoglobulin"	"tetanus toxoid, combinations with tetanus immunoglobulin"	1001
"J07AN"	"tuberculosis vakcinák"	"tuberculosis vaccines"		1001
"J07AN01"	"tuberculosis, live attenuated"	"tuberculosis, live attenuated"	"tuberculosis, live attenuated"	1001
"J07AP"	"typhus abdominalis vakcinák"	"typhoid vaccines"		1001
"J07AP01"	"typhoid, oral, live attenuated"	"typhoid, oral, live attenuated"	"typhoid, oral, live attenuated"	1001
"J07AP02"	"typhoid, inactivated, whole cell"	"typhoid, inactivated, whole cell"	"typhoid, inactivated, whole cell"	1001
"J07AP03"	"typhoid, purified polysaccharide antigen"	"typhoid, purified polysaccharide antigen"	"typhoid, purified polysaccharide antigen"	1001
"J07AP10"	"typhoid, combinations with paratyphi types"	"typhoid, combinations with paratyphi types"	"typhoid, combinations with paratyphi types"	1001
"J07AR"	"typhus exanthematicus vakcinák"	"typhus (exanthematicus) vaccines"		1001
"J07AR01"	"typhus exanthematicus, inactivated, whole cell"	"typhus exanthematicus, inactivated, whole cell"	"typhus exanthematicus, inactivated, whole cell"	1001
"J07AX"	"egyéb bakteriális vakcinák"	"other bacterial vaccines"		1001
"J07AX19"				1001
"J07B"	"virális vakcinák"	"viral vaccines"		1001
"J07BA"	"encephalitis vakcinák"	"encephalitis vaccines"		1001
"J07BA01"	"encephalitis, tick borne, inactivated, whole virus"	"encephalitis, tick borne, inactivated, whole virus"	"inaktivált, teljes kullancs encephalitis vírus"	1001
"J07BA02"	"encephalitis, japanese, inactivated, whole virus"	"encephalitis, japanese, inactivated, whole virus"	"encephalitis, japanese, inactivated, whole virus"	1001
"J07BB"	"influenza vakcinák"	"influenza vaccines"	"a/h1n1/+a/h3"	1001
"J07BB01"	"influenza, inactivated, whole virus"	"influenza, inactivated, whole virus"	"inaktivált, teljes influenza vírus"	1001
"J07BB02"	"influenza, purified antigen"	"influenza, purified antigen"	"tisztított influenza antigén"	1001
"J07BB16"				1001
"J07BC"	"hepatitis vakcinák"	"hepatitis vaccines"	"hepatitis vakcinák"	1001
"J07BC01"	"hepatitis b, purified antigen"	"hepatitis b, purified antigen"	"hepatitis b, tiszított"	1001
"J07BC02"	"hepatitis a, inactivated, whole virus"	"hepatitis a, inactivated, whole virus"	"hepatitis a, inaktivált, teljes vírus"	1001
"J07BC20"	"combinations"	"combinations"	"hepatitis kombinációk"	1001
"J07BD"	"morbilli vakcinák"	"morbilli vaccines"		1001
"J07BD01"	"morbilli, live attenuated"	"morbilli, live attenuated"	"morbilli, live attenuated"	1001
"J07BD51"	"morbilli, combinations with parotitis, live attenuated"	"morbilli, combinations with parotitis, live attenuated"	"morbilli, combinations with parotitis, live attenuated"	1001
"J07BD52"	"morbilli, combinations with parotitis and rubella, live attenuated"	"morbilli, combinations with parotitis and rubella, live attenuated"	"morbilli, combinations with parotitis and rubella, live attenuated"	1001
"J07BD53"	"morbilli, combinations with rubella, live attenuated"	"morbilli, combinations with rubella, live attenuated"	"morbilli, combinations with rubella, live attenuated"	1001
"J07BD54"	"measles, combinations with mumps, rubella and varicella, live attenuated"	"measles, combinations with mumps, rubella and varicella, live attenuated"	"measles, combinations with mumps, rubella and varicella, live attenuated"	1001
"J07BE"	"parotitis vakcinák"	"parotitis vaccines"		1001
"J07BE01"	"parotitis, live attenuated"	"parotitis, live attenuated"	"parotitis, live attenuated"	1001
"J07BF"	"poliomyelitis vakcinák"	"poliomyelitis vaccines"		1001
"J07BF01"	"poliomyelitis oral, monovalent live attenuated"	"poliomyelitis oral, monovalent live attenuated"	"poliomyelitis oral, monovalent live attenuated"	1001
"J07BF02"	"poliomyelitis oral, trivalent, live attenuated"	"poliomyelitis oral, trivalent, live attenuated"	"poliomyelitis oral, trivalent, live attenuated"	1001
"J07BF03"	"poliomyelitis, trivalent, inactivated, whole virus"	"poliomyelitis, trivalent, inactivated, whole virus"	"poliomyelitis, trivalent, inactivated, whole virus"	1001
"J07BG"	"rabies vakcinák"	"rabies vaccines"		1001
"J07BG01"	"rabies, inactivated, whole virus"	"rabies, inactivated, whole virus"	"rabies, inactivated, whole virus"	1001
"J07BH"	"rotavirus vakcinák"	"rota virus diarrhea vaccines"		1001
"J07BH01"	"rota virus, live attenuated"	"rota virus, live attenuated"	"rota virus, live attenuated"	1001
"J07BH02"	"rota virus, pentavalent, live, reassorted"	"rota virus, pentavalent, live, reassorted"	"rota virus, pentavalent, live, reassorted"	1001
"J07BJ"	"rubeola vakcinák"	"rubella vaccines"		1001
"J07BJ01"	"rubella, live attenuated"	"rubella, live attenuated"	"rubella, live attenuated"	1001
"J07BJ51"	"rubella, combinations with parotitis, live attenuated"	"rubella, combinations with parotitis, live attenuated"	"rubella, combinations with parotitis, live attenuated"	1001
"J07BK"	"varicella vakcinák"	"varicella vaccines"	"varicella vaccines"	1001
"J07BK01"	"varicella, live attenuated"	"varicella, live attenuated"	"varicella, live attenuated"	1001
"J07BK02"	"zoster, live attenuated"	"zoster, live attenuated"	"zoster, live attenuated"	1001
"J07BL"	"sárgaláz vakcinák"	"yellow fever vaccines"		1001
"J07BL01"	"yellow fever, live attenuated"	"yellow fever, live attenuated"	"yellow fever, live attenuated"	1001
"J07BM"	"papillomaviros vakcinák"	"papillomavirus vaccines"		1001
"J07BM01"	"papillomavirus (human types 6, 11, 16, 18)"	"papillomavirus (human types 6, 11, 16, 18)"	"papillomavirus (human types 6, 11, 16, 18)"	1001
"J07BM02"	"papillomavirus (human types 16, 18)"	"papillomavirus (human types 16, 18)"	"papillomavirus (human types 16, 18)"	1001
"J07BX"	"egyéb viralis vakcinák"	"other viral vaccines"		1001
"J07C"	"bakteriális és virális vakcinák kombinációi"	"bacterial and viral vaccines, combined"		1001
"J07CA"	"bacterial and viral vaccines, combined"	"bacterial and viral vaccines, combined"		1001
"J07CA01"	"diphtheria-poliomyelitis-tetanus"	"diphtheria-poliomyelitis-tetanus"	"diphtheria-poliomyelitis-tetanus"	1001
"J07CA02"	"diphtheria-pertussis-poliomyelitis-tetanus"	"diphtheria-pertussis-poliomyelitis-tetanus"	"diphtheria-pertussis-poliomyelitis-tetanus"	1001
"J07CA03"	"diphtheria-rubella-tetanus"	"diphtheria-rubella-tetanus"	"diphtheria-rubella-tetanus"	1001
"J07CA04"	"hemophilus influenzae b and poliomyelitis"	"hemophilus influenzae b and poliomyelitis"	"hemophilus influenzae b and poliomyelitis"	1001
"J07CA05"	"diphtheria-hepatitis b-pertussis-tetanus"	"diphtheria-hepatitis b-pertussis-tetanus"	"diphtheria-hepatitis b-pertussis-tetanus"	1001
"J07CA06"	"diphtheria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus"	"diphtheria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus"	"diphtheria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus"	1001
"J07CA07"	"diphtheria-hepatitis b-tetanus"	"diphtheria-hepatitis b-tetanus"	"diphtheria-hepatitis b-tetanus"	1001
"J07CA08"	"hemophilus influenzae b and hepatitis b"	"hemophilus influenzae b and hepatitis b"	"hemophilus influenzae b and hepatitis b"	1001
"J07CA09"	"diphteria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b"	"diphteria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b"	"diphteria-hemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b"	1001
"J07CA10"	"typhoid - hepatitis a"	"typhoid - hepatitis a"	"typhoid - hepatitis a"	1001
"J07CA11"	"diphtheria-hemophilus influenzae b-pertussis-tetanus-hepatitis b"	"diphtheria-hemophilus influenzae b-pertussis-tetanus-hepatitis b"	"diphtheria-hemophilus influenzae b-pertussis-tetanus-hepatitis b"	1001
"J07CA12"	"diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b"	"diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b"	"diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b"	1001
"J07CA13"	"diphteria-hemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a+cdiphteria-hemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a+c"	"diphteria-hemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a+c"	"diphteria-hemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a+cdiphteria-hemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a+c"	1001
"J07X"	"egyéb vakcinák"	"other vaccines"		1001
"J08"	"egyéb fertõzés ellenes szerek"			1001
"J08A"	"egyéb fertõzés ellenes szerek"			1001
"J08AA"	"lepraellenes szerek"			1001
"L"	"daganatellenes szerek és immunmodulátorok"	"antineoplastic and immunomodulating agents"		1001
"L01"	"daganatellenes szerek és immunmodulátorok"	"antineoplastic agents"		1001
"L01A"	"alkilezõ szerek"	"alkylating agents"		1001
"L01AA"	"mustárnitrogén-analógok"	"nitrogen mustard analogues"		1001
"L01AA01"	"ciklofoszfamid"	"cyclophosphamide"	"ciklofoszfamid"	1001
"L01AA02"	"klórambucil"	"chlorambucil"	"klórambucil"	1001
"L01AA03"	"melfalan"	"melphalan"	"melfalan"	1001
"L01AA05"	"chlormethine"	"chlormethine"	"chlormethine"	1001
"L01AA06"	"ifoszfamid"	"ifosfamide"	"ifoszfamid"	1001
"L01AA07"	"trofosfamide"	"trofosfamide"	"trofosfamide"	1001
"L01AA08"	"prednimustine"	"prednimustine"	"prednimustine"	1001
"L01AA09"	"bendamusztin"	"bendamustine"	"bendamusztin"	1001
"L01AA12"				1001
"L01AB"	"alkil-szulfonátok"	"alkyl sulfonates"		1001
"L01AB01"	"buszulfan"	"busulfan"	"buszulfan"	1001
"L01AB02"	"treosulfan"	"treosulfan"	"treosulfan"	1001
"L01AB03"	"mannosulfan"	"mannosulfan"	"mannosulfan"	1001
"L01AC"	"etilén iminek"	"ethylene imines"		1001
"L01AC01"	"thiotepa"	"thiotepa"	"thiotepa"	1001
"L01AC02"	"triaziquone"	"triaziquone"	"triaziquone"	1001
"L01AC03"	"carboquone"	"carboquone"	"carboquone"	1001
"L01AD"	"nitrozoureák"	"nitrosoureas"		1001
"L01AD01"	"carmustin"	"carmustine"	"karmusztin"	1001
"L01AD02"	"lomustine"	"lomustine"	"lomustine"	1001
"L01AD03"	"semustine"	"semustine"	"semustine"	1001
"L01AD04"	"streptozocin"	"streptozocin"	"streptozocin"	1001
"L01AD05"	"fotemustin"	"fotemustine"	"fotemusztin"	1001
"L01AD06"	"nimustine"	"nimustine"	"nimustine"	1001
"L01AD07"	"ranimustine"	"ranimustine"	"ranimustine"	1001
"L01AE"				1001
"L01AE04"				1001
"L01AG"	"epoxid származékok"	"epoxides"		1001
"L01AG01"	"etoglucid"	"etoglucid"	"etoglucid"	1001
"L01AX"	"egyéb alkilezõ szerek"	"other alkylating agents"		1001
"L01AX01"	"mitobronitol"	"mitobronitol"	"mitobronitol"	1001
"L01AX02"	"pipobroman"	"pipobroman"	"pipobroman"	1001
"L01AX03"	"temozolomide"	"temozolomide"	"temozolomid"	1001
"L01AX04"	"dacarbazin"	"dacarbazine"	"dacarbazin"	1001
"L01AX19"	"mitolactol"		"mitolactol"	1001
"L01B"	"antimetabolitok"	"antimetabolites"		1001
"L01BA"	"fólsav analógok"	"folic acid analogues"		1001
"L01BA01"	"metotrexát"	"methotrexate"	"metotrexát"	1001
"L01BA03"	"raltitrexed"	"raltitrexed"	"raltitrexed"	1001
"L01BA04"	"pemetrexed"		"pemetrexed"	1001
"L01BB"	"purin analógok"	"purine analogues"		1001
"L01BB02"	"mercaptopurine"	"mercaptopurine"	"mercaptopurine"	1001
"L01BB03"	"tioguanin"	"tioguanine"	"tioguanin"	1001
"L01BB04"	"cladribine"	"cladribine"	"cladribine"	1001
"L01BB05"	"fludarabine"	"fludarabine"	"fludarabine"	1001
"L01BB06"	"clofarabine"	"clofarabine"	"clofarabine"	1001
"L01BB07"	"nelarabine"	"nelarabine"	"nelarabine"	1001
"L01BC"	"pirimidin analógok"	"pyrimidine analogues"		1001
"L01BC01"	"citarabin"	"cytarabine"	"citarabin"	1001
"L01BC02"	"fluorouracil"	"fluorouracil"	"fluorouracil"	1001
"L01BC03"	"tegafur"	"tegafur"	"tegafur"	1001
"L01BC04"	"carmofur"	"carmofur"	"carmofur"	1001
"L01BC05"	"gemcitabin"	"gemcitabine"	"gemcitabin"	1001
"H03BA02"	"propiltiouracil"	"propylthiouracil"	"propiltiouracil"	1001
"H03BA03"	"benzylthiouracil"	"benzylthiouracil"	"benzylthiouracil"	1001
"H03BB"	"kéntartalmú imidazol származékok"	"sulfur-containing imidazole derivatives"		1001
"H03BB01"	"carbimazole"	"carbimazole"	"carbimazole"	1001
"H03BB02"	"tiamazol"	"thiamazole"	"tiamazol"	1001
"H03BB52"	"thiamazole, combinations"	"thiamazole, combinations"	"thiamazole, combinations"	1001
"H03BC"	"perklorátok"	"perchlorates"		1001
"H03BC01"	"potassium perchlorate"	"potassium perchlorate"	"potassium perchlorate"	1001
"H03BX"	"egyéb antithyreoid készítmények"	"other antithyroid preparations"		1001
"H03BX01"	"diiodotyrosine"	"diiodotyrosine"	"diiodotyrosine"	1001
"H03BX02"	"dibromotyrosine"	"dibromotyrosine"	"dibromotyrosine"	1001
"H03C"	"jódterápia"	"iodine therapy"		1001
"H03CA"	"jódterápia"	"iodine therapy"		1001
"H04"	"hasnyálmirigy-hormonok"	"pancreatic hormones"		1001
"H04A"	"glükogenolítikus hormonok"	"glycogenolytic hormones"		1001
"H04AA"	"glükogenolítikus hormonok"	"glycogenolytic hormones"		1001
"H04AA01"	"glukagon"	"glucagon"	"glucagon"	1001
"H05"	"kalcium homeosztázis"	"calcium homeostasis"		1001
"H05A"	"parathyreoid hormonok"	"parathyroid hormones"		1001
"H05AA"	"parathyreoid hormonok"	"parathyroid hormones"		1001
"H05AA01"	"parathyroid gland extract"	"parathyroid gland extract"	"parathyroid gland extract"	1001
"H05AA02"	"teriparatid"		"teriparatid"	1001
"H05AA03"	"parathyroid hormone"	"parathyroid hormone"	"parathyroid hormone"	1001
"H05B"	"anti-parathyreoid hormonok"	"anti-parathyroid hormones"		1001
"H05BA"	"calcitonin-készítmények"	"calcitonin preparations"		1001
"H05BA01"	"kalcitonin (szintetikus vagy lazac)"	"calcitonin (salmon synthetic)"	"kalcitonin (lazac, szintetikus)"	1001
"H05BA02"	"calcitonin (pork natural)"	"calcitonin (pork natural)"	"calcitonin (pork natural)"	1001
"H05BA03"	"calcitonin (human synthetic)"	"calcitonin (human synthetic)"	"calcitonin (human synthetic)"	1001
"H05BA04"	"elcatonin"	"elcatonin"	"elcatonin"	1001
"H05BX"	"Egyéb anti-parathyreoid készítmények"			1001
"H05BX01"	"cinacalcet"	"cinacalcet"	"cinacalcet"	1001
"H05BX02"	"paricalcitol"	"paricalcitol"	"paricalcitol"	1001
"H10"	"egyéb hormonok"			1001
"ISM"				1001
"ISMTL"				1001
"ISMTLEN"	" ismeretlen"	" "	"ismeretlen"	1001
"J"	"szisztémás fertõzésellenes szerek"	"antiinfectives for systemic use"		1001
"J01"	"szisztémás antibiotikumok"	"antibacterials for systemic use"		1001
"J01A"	"tetraciklinek"	"tetracyclines"		1001
"J01AA"	"tetraciklinek"	"tetracyclines"		1001
"J01AA01"	"demeclocycline"	"demeclocycline"	"demeclocycline"	1001
"J01AA02"	"doxiciklin"	"doxycycline"	"doxiciklin"	1001
"J01AA03"	"chlortetracycline"	"chlortetracycline"	"chlortetracycline"	1001
"J01AA04"	"lymecycline"	"lymecycline"	"lymecycline"	1001
"J01AA05"	"metacycline"	"metacycline"	"metacycline"	1001
"J01AA06"	"oxytetracycline"	"oxytetracycline"	"oxytetracycline"	1001
"J01AA07"	"tetracycline"	"tetracycline"	"tetracycline"	1001
"J01AA08"	"minocycline"	"minocycline"	"minocycline"	1001
"J01AA09"	"rolitetracycline"	"rolitetracycline"	"rolitetracycline"	1001
"J01AA10"	"penimepicycline"	"penimepicycline"	"penimepicycline"	1001
"J01AA11"	"clomocycline"	"clomocycline"	"clomocycline"	1001
"J01AA12"	"tigecyclin"		"tigecyclin"	1001
"J01AA20"	"combinations of tetracyclines"	"combinations of tetracyclines"	"combinations of tetracyclines"	1001
"J01AA56"	"oxytetracycline, combinations"	"oxytetracycline, combinations"	"oxytetracycline, combinations"	1001
"J01B"	"amfenikolok"	"amphenicols"		1001
"J01BA"	"amfenikolok"	"amphenicols"		1001
"J01BA01"	"klóramfenikol"	"chloramphenicol"	"klóramfenikol"	1001
"J01BA02"	"thiamphenicol"	"thiamphenicol"	"thiamphenicol"	1001
"J01BA52"	"thiamphenicol, combinations"	"thiamphenicol, combinations"	"thiamphenicol, combinations"	1001
"J01BC"				1001
"J01BC01"				1001
"J01C"	"penicillinek"	"beta-lactam antibacterials, penicillins"		1001
"J01CA"	"széles spektrumú penicillinek"	"penicillins with extended spectrum"		1001
"J01CA01"	"ampicillin"	"ampicillin"	"ampicillin"	1001
"J01CA02"	"pivampicillin"	"pivampicillin"	"pivampicillin"	1001
"J01CA03"	"karbenicillin"	"carbenicillin"	"karbenicillin"	1001
"J01CA04"	"amoxicillin"	"amoxicillin"	"amoxicillin"	1001
"J01CA05"	"carindacillin"	"carindacillin"	"carindacillin"	1001
"J01CA06"	"bacampicillin"	"bacampicillin"	"bacampicillin"	1001
"J01CA07"	"epicillin"	"epicillin"	"epicillin"	1001
"J01CA08"	"pivmecillinam"	"pivmecillinam"	"pivmecillinam"	1001
"J01CA09"	"azlocillin"	"azlocillin"	"azlocillin"	1001
"J01CA10"	"mezlocillin"	"mezlocillin"	"mezlocillin"	1001
"J01CA11"	"mecillinam"	"mecillinam"	"mecillinam"	1001
"J01CA12"	"piperacillin"	"piperacillin"	"piperacillin"	1001
"J01CA13"	"ticarcillin"	"ticarcillin"	"ticarcillin"	1001
"J01CA14"	"metampicillin"	"metampicillin"	"metampicillin"	1001
"J01CA15"	"talampicillin"	"talampicillin"	"talampicillin"	1001
"J01CA16"	"sulbenicillin"	"sulbenicillin"	"sulbenicillin"	1001
"J01CA17"	"temocillin"	"temocillin"	"temocillin"	1001
"J01CA18"	"hetacillin"	"hetacillin"	"hetacillin"	1001
"J01CA20"	"combinations"	"combinations"	"combinations"	1001
"J01CA51"	"ampicillin, combinations"	"ampicillin, combinations"	"ampicillin, combinations"	1001
"J01CB"	"ampicillin és hasonló antibiotikumok enzim inhibítorral kombinálva"			1001
"J01CE"	"béta-laktamáz szenzitív penicillinek"	"beta-lactamase sensitive penicillins"		1001
"J01CE01"	"benzilpenicillin"	"benzylpenicillin"	"benzilpenicillin"	1001
"J01CE02"	"fenoximetilpenicillin"	"phenoxymethylpenicillin"	"fenoximetilpenicillin"	1001
"J01CE03"	"propicillin"	"propicillin"	"propicillin"	1001
"J01CE04"	"azidocillin"	"azidocillin"	"azidocillin"	1001
"J01CE05"	"pheneticillin"	"pheneticillin"	"pheneticillin"	1001
"J01CE06"	"penamecillin"	"penamecillin"	"penamecillin"	1001
"J01CE07"	"clometocillin"	"clometocillin"	"clometocillin"	1001
"J01CE08"	"benzathine benzylpenicillin"	"benzathine benzylpenicillin"	"benzatin-benzilpenicillin"	1001
"J01CE09"	"benzilpenicillin - prokain kombinációk"	"procaine penicillin"	"prokain-penicillin"	1001
"J01CE10"	"fenoximetilpenicillin - benzatin kombinációk"	"benzathine phenoxymethylpenicillin"	"benzathine phenoxymethylpenicillin"	1001
"J01CE30"	"penicillinek egyéb kombinációi"	"combinations"	"combinations"	1001
"J01CF"	"béta-laktamáz rezisztens penicillinek"	"beta-lactamase resistant penicillins"		1001
"J01CF01"	"dicloxacillin"	"dicloxacillin"	"dicloxacillin"	1001
"J01CF02"	"cloxacillin"	"cloxacillin"	"cloxacillin"	1001
"J01CF03"	"methicillin"	"methicillin"	"methicillin"	1001
"J01CF04"	"oxacillin"	"oxacillin"	"oxacillin"	1001
"J01CF05"	"flucloxacillin"	"flucloxacillin"	"flucloxacillin"	1001
"J01CG"	"béta-laktamáz inhibítorok"	"beta-lactamase inhibitors"		1001
"J01CG01"	"sulbactam"	"sulbactam"	"sulbactam"	1001
"J01CG02"	"tazobactam"	"tazobactam"	"tazobactam"	1001
"J01CR"	"penicillinek kombinációi"	"combinations of penicillins, incl. beta-lactamase inhibitors"		1001
"J01CR01"	"ampicillin - laktamázgátló kombinációk"	"ampicillin and enzyme inhibitor"	"ampicillin és enzim-inhibitor"	1001
"J01CR02"	"amoxicillin és enzim-inhibitor"	"amoxicillin and enzyme inhibitor"	"amoxicillin és enzim-inhibitor"	1001
"J01CR03"	"ticarcillin and enzyme inhibitor"	"ticarcillin and enzyme inhibitor"	"ticarcillin and enzyme inhibitor"	1001
"J01CR04"	"sultamicillin"	"sultamicillin"	"sultamicillin"	1001
"J01CR05"	"piperacillin and enzyme inhibitor"	"piperacillin and enzyme inhibitor"	"piperacillin és enzim-inhibitor"	1001
"J01CR50"	"combinations of penicillins"	"combinations of penicillins"	"combinations of penicillins"	1001
"J01D"	"egyéb béta-laktám antibiotikumok"	"other beta-lactam antibacterials"		1001
"J01DA"	"cephalosporinok"	"cephalosporins and related substances"		1001
"J01DA01"	"cefalexin"	"cefalexin"	"cefalexin"	1001
"J01DA02"	"cefaloridine"	"cefaloridine"	"cefaloridine"	1001
"J01DA03"	"cefalotin"	"cefalotin"	"cefalotin"	1001
"J01DA04"	"cefazolin"	"cefazolin"	"cefazolin"	1001
"J01DA05"	"cefoxitin"	"cefoxitin"	"cefoxitin"	1001
"J01DA06"	"cefuroxim"	"cefuroxime"	"cefuroxim"	1001
"J01DA07"	"cefamandol"	"cefamandole"	"cefamandol"	1001
"J01DA08"	"cefaclor"	"cefaclor"	"cefaclor"	1001
"J01DA09"	"cefadroxil"	"cefadroxil"	"cefadroxil"	1001
"J01DA10"	"cefotaxim"	"cefotaxime"	"cefotaxim"	1001
"J01DA11"	"ceftazidim"	"ceftazidime"	"ceftazidim"	1001
"J01DA12"	"cefsulodin"	"cefsulodin"	"cefsulodin"	1001
"J01DA13"	"ceftriaxon"	"ceftriaxone"	"ceftriaxon"	1001
"J01DA14"	"cefotetan"	"cefotetan"	"cefotetan"	1001
"J01DA15"	"cefazedone"	"cefazedone"	"cefazedone"	1001
"J01DA16"	"cefmenoxime"	"cefmenoxime"	"cefmenoxime"	1001
"J01DA17"	"cefonicide"	"cefonicide"	"cefonicide"	1001
"J01DA18"	"latamoxef"	"latamoxef"	"latamoxef"	1001
"J01DA19"	"cefotiam"	"cefotiam"	"cefotiam"	1001
"J01DA21"	"cefatrizine"	"cefatrizine"	"cefatrizine"	1001
"J01DA22"	"ceftizoxim"	"ceftizoxime"	"ceftizoxim"	1001
"J01DA23"	"cefixim"	"cefixime"	"cefixim"	1001
"J01DA24"	"cefepime"	"cefepime"	"cefepime"	1001
"J01DA25"	"cefodizime"	"cefodizime"	"cefodizime"	1001
"J01DA26"	"cefetamet"	"cefetamet"	"cefetamet"	1001
"J01DA27"	"cefpiramide"	"cefpiramide"	"cefpiramide"	1001
"J01DA30"	"cefapirin"	"cefapirin"	"cefapirin"	1001
"J01DA31"	"cefradine"	"cefradine"	"cefradine"	1001
"J01DA32"	"cefoperazon"	"cefoperazone"	"cefoperazone"	1001
